batch_idx,sample_idx,pred_angle,gt_angle,abs_error,global_idx,max_prob,entropy,prediction_variance,peak_sharpness,local_concentration,is_actual_failure,predicted_failure
87,3,111.0,195.0,84.0,351,0.0117118377238512,5.247513771057129,1.0210341315541882e-05,1.0243234634399414,0.2208185791969299,1,1
88,0,86.0,195.0,109.0,352,0.0149083659052848,5.059930801391602,1.6227977539529093e-05,1.0040878057479858,0.2924641370773315,1,1
88,1,41.0,195.0,154.0,353,0.0165173579007387,4.626189708709717,2.5642251785029657e-05,1.010881423950195,0.3131566047668457,1,1
88,2,193.0,195.0,2.0,354,0.0271650962531566,4.566991806030273,3.378427936695516e-05,1.0077797174453735,0.4712796211242676,0,1
89,0,45.0,195.0,150.0,356,0.0115564167499542,5.152222156524658,1.1728895515261684e-05,1.006711721420288,0.2163894921541214,1,1
89,1,39.0,195.0,156.0,357,0.0205506719648838,4.545881748199463,2.8831160307163373e-05,1.0017545223236084,0.3816150426864624,1,1
89,2,152.0,195.0,43.0,358,0.0122062927111983,5.309647083282471,9.086919817491436e-06,1.050344467163086,0.2252010703086853,1,1
89,3,122.0,195.0,73.0,359,0.0177263841032981,4.83387565612793,2.203443546022754e-05,1.0080585479736328,0.3285345435142517,1,1
90,1,65.0,195.0,130.0,361,0.0145046766847372,4.871432304382324,1.81977611646289e-05,1.0233447551727295,0.2752625048160553,1,1
90,2,194.0,195.0,1.0,362,0.0247382652014493,4.8521013259887695,2.4332510292879302e-05,1.0498601198196411,0.4034617245197296,0,1
91,0,39.0,195.0,156.0,364,0.0206118021160364,4.54301643371582,2.866108297894243e-05,1.0079468488693235,0.3777304291725158,1,1
91,3,105.0,195.0,90.0,367,0.0129310535266995,5.132900238037109,1.2617538232007064e-05,1.0098905563354492,0.2387320101261139,1,1
92,0,45.0,195.0,150.0,368,0.0105207152664661,5.243248462677002,9.068171493709087e-06,1.05266010761261,0.1842681169509887,1,1
92,1,197.0,195.0,2.0,369,0.0337142013013362,4.293283462524414,4.517862180364318e-05,1.0487301349639893,0.5553818941116333,0,1
92,2,80.0,195.0,115.0,370,0.0180904194712638,4.864046096801758,2.0478844817262143e-05,1.0256586074829102,0.3293378949165344,1,1
93,2,146.0,141.0,5.0,374,0.0333949737250804,4.167143821716309,5.029180465498939e-05,1.0348587036132812,0.5779975652694702,0,1
94,0,140.0,141.0,1.0,376,0.0316263362765312,4.451115131378174,4.1276784031651914e-05,1.0180004835128784,0.5363969802856445,0,1
94,2,144.0,141.0,3.0,378,0.0385502204298973,3.984044075012207,5.941306153545156e-05,1.004953145980835,0.6468122005462646,0,1
96,0,144.0,141.0,3.0,384,0.0314910970628261,4.2220659255981445,4.701547004515305e-05,1.013427734375,0.557663083076477,0,1
96,2,144.0,141.0,3.0,386,0.0317833572626113,4.1865315437316895,4.89014018967282e-05,1.0005239248275757,0.5723971128463745,0,1
97,0,134.0,141.0,7.0,388,0.0316391363739967,4.5521240234375,3.743209163076244e-05,1.0191452503204346,0.4888338148593902,0,1
97,3,143.0,141.0,2.0,391,0.0423363074660301,3.881680011749267,6.652303272858262e-05,1.0176738500595093,0.6852174997329712,0,1
98,0,145.0,141.0,4.0,392,0.0381291285157203,3.9895057678222656,5.884596612304449e-05,1.01081120967865,0.6387455463409424,0,1
98,1,145.0,141.0,4.0,393,0.0357751622796058,4.096824645996094,5.425032213679515e-05,1.0091673135757446,0.6049959659576416,0,1
98,3,143.0,141.0,2.0,395,0.0395746901631355,4.078040599822998,5.647234502248466e-05,1.07143235206604,0.6230793595314026,0,1
100,1,140.0,141.0,1.0,401,0.0353161916136741,4.24830436706543,4.8563131713308394e-05,1.0563284158706665,0.5785807371139526,0,1
100,2,144.0,141.0,3.0,402,0.0300562772899866,4.284940719604492,4.297568739275448e-05,1.063865065574646,0.5241494178771973,0,1
100,3,145.0,141.0,4.0,403,0.037612996995449,4.054051876068115,5.747971954406239e-05,1.0002260208129885,0.628587543964386,0,1
101,0,144.0,141.0,3.0,404,0.0433051288127899,3.9139890670776367,6.544499774463475e-05,1.009002685546875,0.6772019863128662,0,1
101,1,142.0,141.0,1.0,405,0.0370469279587268,4.119072437286377,5.374719330575317e-05,1.0642645359039309,0.609792947769165,0,1
102,0,143.0,141.0,2.0,408,0.0416976101696491,4.02787971496582,5.912877168157138e-05,1.099371314048767,0.6355626583099365,0,1
103,2,140.0,141.0,1.0,414,0.0424057990312576,3.9506328105926514,6.239640788407996e-05,1.0474718809127808,0.6637617349624634,0,1
104,0,140.0,141.0,1.0,416,0.0408227480947971,4.085066795349121,5.67765164305456e-05,1.0982394218444824,0.6312647461891174,0,1
104,1,147.0,141.0,6.0,417,0.0312197431921958,4.166473865509033,4.7813864512136206e-05,1.000283122062683,0.5557272434234619,0,1
105,3,140.0,141.0,1.0,423,0.0370644815266132,4.175459861755371,5.194040932110511e-05,1.015943169593811,0.6003855466842651,0,1
106,2,164.0,160.0,4.0,426,0.0251841135323047,4.4793009757995605,3.3856213121907786e-05,1.0187323093414309,0.4464724063873291,0,1
107,3,160.0,160.0,0.0,431,0.0351622961461544,4.144586563110352,4.9938520533032715e-05,1.0208909511566162,0.5801562666893005,0,1
108,0,155.0,160.0,5.0,432,0.0366277173161506,4.142123222351074,5.054083885625005e-05,1.0830589532852173,0.5751453042030334,0,1
110,2,166.0,160.0,6.0,442,0.030423779040575,4.293425559997559,4.074297976330854e-05,1.0548068284988403,0.4981023967266083,0,1
111,0,160.0,160.0,0.0,444,0.0375439897179603,4.066165447235107,5.451415927382186e-05,1.0310335159301758,0.612879753112793,0,1
114,1,161.0,160.0,1.0,457,0.0312478393316268,4.244744300842285,4.411815825733356e-05,1.036255955696106,0.5358473062515259,0,1
115,2,169.0,160.0,9.0,462,0.0371761545538902,4.171416282653809,4.911548239761032e-05,1.0235761404037476,0.5718588829040527,0,1
116,1,160.0,160.0,0.0,465,0.0309148654341697,4.2390899658203125,4.3573323637247086e-05,1.0593805313110352,0.5276504158973694,0,1
118,2,163.0,160.0,3.0,474,0.0399290733039379,4.0416717529296875,5.57089842914138e-05,1.0713766813278198,0.6123228073120117,0,1
119,0,160.0,160.0,0.0,476,0.040307555347681,3.94514274597168,6.168500840431079e-05,1.0028642416000366,0.6548305153846741,0,1
119,1,161.0,160.0,1.0,477,0.0365838706493377,4.091571807861328,5.218765727477148e-05,1.0277453660964966,0.5928753018379211,0,1
121,2,38.0,36.0,2.0,486,0.0431782118976116,3.9540374279022217,6.265284901019186e-05,1.0080119371414185,0.660145103931427,0,1
122,2,48.0,36.0,12.0,490,0.0233114305883646,4.415957450866699,3.469196235528216e-05,1.0179896354675293,0.43528813123703,0,1
124,1,37.0,36.0,1.0,497,0.0452432073652744,3.942378520965576,6.471525557572022e-05,1.0323888063430786,0.6734201312065125,0,1
124,2,34.0,36.0,2.0,498,0.0359290316700935,4.095444679260254,5.137023254064843e-05,1.0315407514572144,0.5886002779006958,0,1
125,0,34.0,36.0,2.0,500,0.0305075906217098,4.290558815002441,4.099901343579404e-05,1.080087661743164,0.5075536966323853,0,1
126,0,34.0,36.0,2.0,504,0.0334067679941654,4.086658954620361,5.013840927858837e-05,1.017605185508728,0.5765043497085571,0,1
127,1,34.0,36.0,2.0,509,0.0445094183087348,3.881906747817993,6.626656977459788e-05,1.037222981452942,0.680524468421936,0,1
127,2,34.0,36.0,2.0,510,0.0339235886931419,4.247837066650391,4.4289310608292e-05,1.0700528621673584,0.5372331738471985,0,1
127,3,34.0,36.0,2.0,511,0.0354903601109981,4.077919006347656,5.127424083184451e-05,1.0594559907913208,0.5856455564498901,0,1
128,0,33.0,36.0,3.0,512,0.0406838059425354,4.028620719909668,5.658357258653268e-05,1.0372841358184814,0.6214941143989563,0,1
128,1,31.0,36.0,5.0,513,0.0376161374151706,4.04891300201416,5.3408046369440854e-05,1.016166090965271,0.6000298261642456,0,1
129,0,34.0,36.0,2.0,516,0.0461345240473747,3.902973175048828,6.655153993051499e-05,1.01983380317688,0.6786293387413025,0,1
129,2,31.0,36.0,5.0,518,0.0340081378817558,4.197783470153809,4.533211540547199e-05,1.034807801246643,0.533963143825531,0,1
130,3,39.0,36.0,3.0,523,0.0192730296403169,4.670624732971191,2.6062334654852748e-05,1.0003108978271484,0.3576728701591491,0,1
131,0,34.0,36.0,2.0,524,0.0352657921612262,4.133334159851074,5.0214144721394405e-05,1.0110397338867188,0.5823853015899658,0,1
131,3,29.0,36.0,7.0,527,0.028801329433918,4.152685165405273,4.527043711277656e-05,1.034970998764038,0.5296109914779663,0,1
132,1,34.0,36.0,2.0,529,0.0364606343209743,4.0688934326171875,5.294980655889958e-05,1.0298969745635986,0.5984112024307251,0,1
132,2,37.0,36.0,1.0,530,0.0284228436648845,4.413928031921387,3.7467576476046816e-05,1.021559476852417,0.4861279428005218,0,1
133,2,34.0,36.0,2.0,534,0.0381083749234676,4.060628890991211,5.42263915122021e-05,1.0328017473220823,0.6089116930961609,0,1
134,0,34.0,36.0,2.0,536,0.031175922602415,4.17568302154541,4.5964010496390983e-05,1.0006450414657593,0.546929657459259,0,1
135,2,31.0,36.0,5.0,542,0.0418111123144626,3.90186071395874,6.277714419411495e-05,1.035627841949463,0.6523981094360352,0,1
137,2,34.0,36.0,2.0,550,0.0413810573518276,3.9888529777526855,5.9100104408571497e-05,1.0292960405349731,0.6378862857818604,0,1
140,0,31.0,34.0,3.0,560,0.0343765020370483,4.229118347167969,4.434124275576323e-05,1.0742439031600952,0.5325046181678772,0,1
141,1,39.0,34.0,5.0,565,0.0230011623352766,4.607773780822754,2.9188808184699155e-05,1.0715677738189695,0.4071342051029205,0,1
142,2,25.0,34.0,9.0,570,0.0358564220368862,3.9731087684631343,5.672553743352182e-05,1.0063189268112185,0.6202304363250732,0,1
144,0,32.0,34.0,2.0,576,0.0320497751235961,4.228974342346191,4.285604154574685e-05,1.0896488428115845,0.5152447819709778,0,1
144,2,34.0,34.0,0.0,578,0.0454951263964176,3.890838384628296,6.67264248477295e-05,1.0392189025878906,0.6843173503875732,0,1
145,3,34.0,34.0,0.0,583,0.0358086265623569,4.110161781311035,5.146789408172481e-05,1.009259819984436,0.5902812480926514,0,1
146,2,34.0,34.0,0.0,586,0.0319968983530998,4.2121405601501465,4.544849434751086e-05,1.01046621799469,0.5459886193275452,0,1
147,1,29.0,34.0,5.0,589,0.0422198213636875,3.888289213180542,6.381093407981098e-05,1.0230185985565186,0.6661133766174316,0,1
147,3,43.0,34.0,9.0,591,0.0406350344419479,4.032560348510742,5.768942355643958e-05,1.0190287828445437,0.6332658529281616,0,1
148,0,32.0,34.0,2.0,592,0.0422245264053344,3.999191999435425,5.9262823924655095e-05,1.0260721445083618,0.6369853019714355,0,1
148,3,27.0,34.0,7.0,595,0.0411578975617885,3.869811534881592,6.447923078667372e-05,1.022225856781006,0.6737683415412903,0,1
151,1,13.0,14.0,1.0,605,0.0347278639674186,3.9871222972869873,5.712612619390711e-05,1.0628212690353394,0.597751796245575,0,1
152,1,16.0,14.0,2.0,609,0.039475928992033,3.84827184677124,6.404754822142422e-05,1.05111825466156,0.6587135791778564,0,1
153,1,13.0,14.0,1.0,613,0.0371876657009124,3.943292379379273,5.9941812651231885e-05,1.073213815689087,0.6206314563751221,0,1
153,3,4.0,14.0,10.0,615,0.0358525924384593,4.281311988830566,4.779202208737843e-05,1.0777877569198608,0.480667233467102,0,1
154,1,16.0,14.0,2.0,617,0.032194759696722,4.037567615509033,5.42183879588265e-05,1.0216031074523926,0.5864083170890808,0,1
155,0,15.0,14.0,1.0,620,0.0259208306670188,4.330737113952637,4.1996874642791227e-05,1.008665680885315,0.4873570799827575,0,1
155,1,13.0,14.0,1.0,621,0.0335357449948787,3.988940715789795,5.526368477148935e-05,1.0526775121688845,0.5821053981781006,0,1
156,3,8.0,14.0,6.0,627,0.0371832400560379,3.8690576553344727,6.44875253783539e-05,1.040148377418518,0.617975115776062,0,1
157,1,16.0,14.0,2.0,629,0.0332317724823951,4.0128021240234375,5.514853182830848e-05,1.0422086715698242,0.5910696387290955,0,1
165,1,102.0,100.0,2.0,661,0.0453626401722431,4.179807662963867,5.309075640980154e-05,1.031489372253418,0.586013913154602,0,1
166,2,103.0,100.0,3.0,666,0.0479759015142917,4.154852867126465,5.515896191354841e-05,1.0540709495544434,0.594353199005127,0,1
166,3,102.0,100.0,2.0,667,0.031066020950675,4.621005058288574,3.0872892239131033e-05,1.000349998474121,0.4146060347557068,0,1
168,1,101.0,100.0,1.0,673,0.0311887506395578,4.49344539642334,3.5321318136993796e-05,1.064483880996704,0.4572358727455139,0,1
168,3,103.0,100.0,3.0,675,0.0280827935785055,4.731698513031006,2.6853482268052176e-05,1.0034739971160889,0.3701968789100647,0,1
170,2,103.0,100.0,3.0,682,0.0556667223572731,4.033634185791016,6.48178975097835e-05,1.1425719261169434,0.6504124999046326,0,1
171,1,103.0,100.0,3.0,685,0.027133310213685,4.718204021453857,2.6849082132685e-05,1.045255184173584,0.3559942841529846,0,1
172,0,103.0,100.0,3.0,688,0.0369002632796764,4.386981964111328,4.05425344069954e-05,1.0379259586334229,0.5040785074234009,0,1
172,2,106.0,100.0,6.0,690,0.0367781929671764,4.341722011566162,4.253154475009069e-05,1.05180025100708,0.5068870186805725,0,1
176,2,116.0,116.0,0.0,706,0.0215481035411357,4.687222480773926,2.6535110009717755e-05,1.0272482633590698,0.3297118544578552,0,1
182,1,72.0,78.0,6.0,729,0.0343940556049346,4.272103309631348,4.7559569793520495e-05,1.020016312599182,0.5726408362388611,0,1
184,0,76.0,78.0,2.0,736,0.0451880320906639,3.913303852081299,6.72154055791907e-05,1.0134023427963257,0.6849558353424072,0,1
187,3,77.0,78.0,1.0,751,0.0442565530538558,3.960970640182495,6.494823901448399e-05,1.0018690824508667,0.6746096611022949,0,1
190,2,59.0,62.0,3.0,762,0.0420841313898563,3.996146917343139,6.116794975241646e-05,1.0258734226226809,0.6454808712005615,0,1
190,3,59.0,62.0,3.0,763,0.0432719178497791,3.946392774581909,6.304984708549455e-05,1.0200835466384888,0.6583596467971802,0,1
192,3,59.0,62.0,3.0,771,0.0373183116316795,4.10017728805542,5.383337338571437e-05,1.011975884437561,0.6043641567230225,0,1
193,0,59.0,62.0,3.0,772,0.040313821285963,4.010941505432129,5.8383640862302855e-05,1.009356141090393,0.6373815536499023,0,1
196,0,33.0,35.0,2.0,784,0.040358331054449,4.031367301940918,5.716619125450961e-05,1.0435726642608645,0.6249641180038452,0,1
200,0,46.0,47.0,1.0,800,0.0436167195439338,4.005846977233887,6.011708319419995e-05,1.0599205493927002,0.6458957195281982,0,1
201,1,44.0,47.0,3.0,805,0.032449297606945,4.263831615447998,4.495042594498955e-05,1.0086826086044312,0.5464949011802673,0,1
202,1,46.0,47.0,1.0,809,0.0477861613035202,3.949041604995727,6.55006297165528e-05,1.0536843538284302,0.6721354722976685,0,1
203,1,46.0,47.0,1.0,813,0.0446436554193496,4.042689323425293,5.936537854722701e-05,1.0755897760391235,0.6386826038360596,0,1
203,2,45.0,47.0,2.0,814,0.0354509577155113,4.1709136962890625,4.905410241917707e-05,1.037280559539795,0.5728858709335327,0,1
203,3,46.0,47.0,1.0,815,0.0325041785836219,4.317163467407227,4.317361890571192e-05,1.021045804023743,0.5349645614624023,0,1
205,0,47.0,47.0,0.0,820,0.0365917272865772,4.128485202789307,5.184138353797607e-05,1.0001081228256226,0.5925477743148804,0,1
208,3,53.0,58.0,5.0,835,0.0388264432549476,4.071568489074707,5.55542683287058e-05,1.0147370100021362,0.6124857068061829,0,1
209,1,56.0,58.0,2.0,837,0.0336900129914283,4.195012092590332,4.8507790779694915e-05,1.0055813789367676,0.5729415416717529,0,1
212,0,56.0,58.0,2.0,848,0.0318158082664012,4.335852146148682,4.1979677916970104e-05,1.0503188371658323,0.5119977593421936,0,1
212,1,56.0,58.0,2.0,849,0.0401096083223819,4.0399651527404785,5.7983103033620864e-05,1.0142850875854492,0.6346417665481567,0,1
213,2,58.0,58.0,0.0,854,0.0333285480737686,4.2274699211120605,4.713009184342809e-05,1.0171892642974854,0.5594848394393921,0,1
214,1,44.0,44.0,0.0,857,0.0360638871788978,4.158957481384277,5.0089653086615726e-05,1.032929539680481,0.5819512009620667,0,1
216,1,43.0,44.0,1.0,865,0.0439167730510234,3.950341939926147,6.51558002573438e-05,1.001599907875061,0.6734785437583923,0,1
216,2,41.0,44.0,3.0,866,0.0299148224294185,4.247280120849609,4.386642103781924e-05,1.0124754905700684,0.5312312841415405,0,1
220,1,56.0,61.0,5.0,881,0.0339720882475376,4.173255920410156,4.913431985187344e-05,1.0012519359588623,0.5669523477554321,0,1
221,2,56.0,61.0,5.0,886,0.0322334319353103,4.22451114654541,4.641127452487126e-05,1.0026241540908811,0.5473036170005798,0,1
223,1,152.0,152.0,0.0,893,0.0446835868060588,4.002945899963379,6.154628499643877e-05,1.0297482013702393,0.6458892822265625,0,1
223,2,152.0,152.0,0.0,894,0.0432884395122528,4.014967918395996,5.955229789833538e-05,1.043102145195007,0.6322792768478394,0,1
223,3,153.0,152.0,1.0,895,0.0355594679713249,4.199310779571533,4.8218094889307395e-05,1.0554165840148926,0.5607664585113525,0,1
224,2,153.0,152.0,1.0,898,0.0443179607391357,3.975475788116455,6.141185440355912e-05,1.088591456413269,0.649699330329895,0,1
224,3,153.0,152.0,1.0,899,0.0375761613249778,4.156354904174805,5.0696919061010703e-05,1.0814549922943115,0.5806400179862976,0,1
225,0,152.0,152.0,0.0,900,0.040465623140335,4.067819595336914,5.566176696447656e-05,1.073575496673584,0.6125133633613586,0,1
230,1,55.0,65.0,10.0,921,0.0290264245122671,4.373023986816406,3.968085366068408e-05,1.0415260791778564,0.4980845153331756,0,1
231,3,58.0,65.0,7.0,927,0.0294194091111421,4.316470623016357,4.231997809256427e-05,1.0109466314315796,0.5157366991043091,0,1
232,0,67.0,65.0,2.0,928,0.0402024090290069,4.040268898010254,5.720155604649335e-05,1.0264241695404053,0.6096813678741455,0,1
232,3,68.0,69.0,1.0,931,0.0346749313175678,4.246617794036865,4.587613511830568e-05,1.0036771297454834,0.5456786751747131,0,1
234,0,68.0,69.0,1.0,936,0.0405985042452812,4.15996789932251,5.192719982005656e-05,1.0345628261566162,0.5864377021789551,0,1
234,1,67.0,69.0,2.0,937,0.0417262203991413,4.103531837463379,5.5285647249547765e-05,1.0145010948181152,0.612479567527771,0,1
237,1,67.0,69.0,2.0,949,0.0358958318829536,4.237603187561035,4.6948865929152817e-05,1.0110020637512207,0.5535722970962524,0,1
237,3,68.0,69.0,1.0,951,0.042404543608427,4.179355621337891,5.259045065031387e-05,1.0459136962890625,0.5916027426719666,0,1
238,0,69.0,69.0,0.0,952,0.021366823464632,4.8345537185668945,2.477813723089639e-05,1.01763653755188,0.3830826580524444,0,1
243,1,68.0,68.0,0.0,973,0.0300878901034593,4.421551704406738,3.8868573028594255e-05,1.0184757709503174,0.4943357706069946,0,1
244,1,77.0,68.0,9.0,977,0.0245911944657564,4.417936325073242,3.491804454824887e-05,1.013069748878479,0.442661702632904,0,1
244,2,72.0,68.0,4.0,978,0.0381801314651966,4.139122486114502,5.428745498647913e-05,1.0239884853363037,0.6169030070304871,0,1
247,1,68.0,68.0,0.0,989,0.0371874421834945,4.2118821144104,4.922893640468829e-05,1.0241292715072632,0.5725547075271606,0,1
252,0,71.0,68.0,3.0,1008,0.0409257709980011,4.017004013061523,6.009712524246424e-05,1.0071626901626587,0.6468764543533325,0,1
254,0,53.0,49.0,4.0,1016,0.0410936512053012,3.9906396865844727,6.063845285098069e-05,1.0111645460128784,0.6455733776092529,0,1
255,0,49.0,49.0,0.0,1020,0.0364921726286411,4.030414581298828,5.551101276068948e-05,1.0117133855819702,0.614209771156311,0,1
256,1,48.0,49.0,1.0,1025,0.022059503942728,4.594514846801758,2.81458196695894e-05,1.0004160404205322,0.3953832983970642,0,1
260,2,53.0,49.0,4.0,1042,0.0269549544900655,4.479069709777832,3.5112745536025614e-05,1.0037673711776731,0.4547596573829651,0,1
261,1,55.0,49.0,6.0,1045,0.0433379895985126,3.9588522911071777,6.302131077973172e-05,1.023284673690796,0.6588115692138672,0,1
264,0,49.0,57.0,8.0,1056,0.0375371985137462,4.044679641723633,5.57847015443258e-05,1.0284197330474854,0.625033974647522,0,1
277,2,72.0,74.0,2.0,1110,0.0454082004725933,3.944873332977295,6.642646621912718e-05,1.002870798110962,0.6845982670783997,0,1
279,2,75.0,74.0,1.0,1118,0.0448255948722362,3.936289072036743,6.518426380353048e-05,1.023476481437683,0.6773254871368408,0,1
296,2,168.0,178.0,10.0,1186,0.0227787848562002,4.605903625488281,2.976928954012692e-05,1.0347013473510742,0.4054728150367737,0,1
297,2,66.0,178.0,112.0,1190,0.0092210415750741,5.320675849914551,8.40950906422222e-06,1.02532160282135,0.1776342540979385,1,1
299,0,138.0,178.0,40.0,1196,0.0235519260168075,4.4795942306518555,3.353078500367701e-05,1.0182268619537354,0.4453443884849548,1,1
300,1,60.0,178.0,118.0,1201,0.0169046968221664,4.812560558319092,2.1023393856012262e-05,1.0258086919784546,0.3234992027282715,1,1
301,2,179.0,178.0,1.0,1206,0.0221268720924854,4.90913200378418,2.4087545170914385e-05,1.0093963146209717,0.4019795656204223,0,1
301,3,186.0,178.0,8.0,1207,0.0450203046202659,3.93404769897461,6.547701195813715e-05,1.014527678489685,0.6794655919075012,0,1
302,0,86.0,178.0,92.0,1208,0.0065450598485767,5.472901344299316,4.865225037065102e-06,1.0054798126220703,0.1248974800109863,1,1
303,2,190.0,178.0,12.0,1214,0.0344703570008277,4.066664695739746,5.3706160542787984e-05,1.0122586488723757,0.6040043830871582,0,1
307,1,190.0,178.0,12.0,1229,0.0226899273693561,4.823588848114014,2.5371418814756908e-05,1.054399013519287,0.4054102301597595,0,1
307,2,3.0,178.0,175.0,1230,0.0302651412785053,4.407036304473877,3.893167377100326e-05,1.0350199937820437,0.394826203584671,1,1
308,0,20.0,178.0,158.0,1232,0.0166597142815589,4.870287895202637,2.0640520233428102e-05,1.012446403503418,0.2997350096702575,1,1
308,2,178.0,178.0,0.0,1234,0.0136458026245236,5.169015884399414,1.2432010407792404e-05,1.029934644699097,0.2492532283067703,0,1
309,0,108.0,178.0,70.0,1236,0.0125430142506957,5.1526079177856445,1.2421821338648442e-05,1.0373289585113523,0.2348329424858093,1,1
309,1,181.0,178.0,3.0,1237,0.0392267182469368,3.9544425010681152,6.131899863248691e-05,1.020053148269653,0.655643880367279,0,1
310,3,60.0,178.0,118.0,1243,0.0180743485689163,4.688352584838867,2.454941022733692e-05,1.0007328987121582,0.3319573700428009,1,1
311,1,181.0,178.0,3.0,1245,0.0449927896261215,4.078245162963867,6.056682104826905e-05,1.0137122869491575,0.6402382254600525,0,1
312,0,12.0,178.0,166.0,1248,0.0176970735192298,5.023332118988037,1.7967877283808775e-05,1.0133233070373535,0.3275938928127289,1,1
312,1,74.0,178.0,104.0,1249,0.0170223470777273,5.033552169799805,1.725005313346628e-05,1.0400456190109253,0.310222178697586,1,1
312,2,188.0,178.0,10.0,1250,0.0439798720180988,3.9469432830810542,6.549312092829496e-05,1.0040758848190308,0.6770526170730591,0,1
315,3,183.0,178.0,5.0,1263,0.0280340928584337,4.199780464172363,4.503340824157931e-05,1.0112488269805908,0.53062504529953,0,1
316,0,174.0,178.0,4.0,1264,0.0216143578290939,4.78304386138916,2.630073868203908e-05,1.0225050449371338,0.4025816619396209,0,1
317,0,12.0,178.0,166.0,1268,0.0107363676652312,5.111414432525635,1.2316572792769875e-05,1.0026166439056396,0.2078237533569336,1,1
318,0,23.0,178.0,155.0,1272,0.0191255323588848,4.642352104187012,2.73521727649495e-05,1.0057164430618286,0.366021990776062,1,1
318,3,169.0,178.0,9.0,1275,0.0138204749673604,5.020921230316162,1.562686520628631e-05,1.0006332397460938,0.2670212388038635,0,1
319,2,1.0,178.0,177.0,1278,0.0124704595655202,5.1506123542785645,1.2112232070649044e-05,1.0051045417785645,0.18805593252182,1,1
320,3,39.0,178.0,139.0,1283,0.0263549610972404,4.408910751342773,3.5745826608035713e-05,1.0023247003555298,0.4617617726325989,1,1
322,0,182.0,178.0,4.0,1288,0.037873838096857,4.071246147155762,5.570318171521649e-05,1.023495316505432,0.6201201677322388,0,1
325,0,31.0,178.0,147.0,1300,0.0305222980678081,4.121361255645752,4.759497460327111e-05,1.0014772415161133,0.5506030917167664,1,1
325,1,58.0,178.0,120.0,1301,0.0108775645494461,5.210674285888672,1.06655261333799e-05,1.0373499393463137,0.2054133862257003,1,1
325,2,1.0,178.0,177.0,1302,0.0181250013411045,5.029296398162842,1.612465530342888e-05,1.059835433959961,0.2897168397903442,1,1
327,0,150.0,178.0,28.0,1308,0.0122508816421031,5.302657604217529,9.182342182612048e-06,1.0596493482589722,0.2219271808862686,0,1
328,2,183.0,178.0,5.0,1314,0.0441391207277774,3.938253164291382,6.499901064671576e-05,1.001097321510315,0.6700183749198914,0,1
329,2,29.0,178.0,149.0,1318,0.0130117824301123,5.011069297790527,1.5624400475644507e-05,1.0025503635406494,0.2490128576755523,1,1
330,3,34.0,178.0,144.0,1323,0.0344963259994983,4.070396423339844,5.159910142538138e-05,1.0004520416259766,0.583150327205658,1,1
331,3,190.0,178.0,12.0,1327,0.0442363210022449,3.9281041622161865,6.713758921250701e-05,1.0054534673690796,0.6832247376441956,0,1
332,1,66.0,178.0,112.0,1329,0.0117800310254096,5.070019245147705,1.3498800399247555e-05,1.0205116271972656,0.2269560247659683,1,1
333,1,15.0,178.0,163.0,1333,0.028468120843172,4.300785064697266,4.167639053775929e-05,1.0030076503753662,0.508592426776886,1,1
335,1,39.0,178.0,139.0,1341,0.0223310478031635,4.557685852050781,2.9834694942110215e-05,1.010689377784729,0.4091967344284057,1,1
335,3,190.0,178.0,12.0,1343,0.0388357676565647,4.0162034034729,5.770079587819055e-05,1.034012794494629,0.6355942487716675,0,1
336,1,77.0,178.0,101.0,1345,0.0210596695542335,4.690442085266113,2.6738734959508292e-05,1.0229676961898804,0.388532280921936,1,1
336,2,190.0,178.0,12.0,1346,0.0444839224219322,3.9467005729675297,6.493527325801551e-05,1.005566120147705,0.6772947311401367,0,1
336,3,347.0,178.0,169.0,1347,0.0192838180810213,5.163605213165283,1.6429326933575794e-05,1.0320366621017456,0.3314409554004669,1,1
338,2,22.0,178.0,156.0,1354,0.0228040497750043,4.329357624053955,3.691293750307523e-05,1.0042239427566528,0.4445845186710357,1,1
340,0,12.0,178.0,166.0,1360,0.0188822783529758,4.913667678833008,2.1248419216135517e-05,1.0262125730514526,0.3480962216854095,1,1
341,2,185.0,178.0,7.0,1366,0.0440861396491527,4.065614700317383,6.0069080063840374e-05,1.0283175706863403,0.6421644687652588,0,1
349,0,65.0,178.0,113.0,1396,0.0202835500240325,4.64180850982666,2.702197525650263e-05,1.0316262245178225,0.3802254199981689,1,1
350,0,81.0,178.0,97.0,1400,0.0263605155050754,4.405285835266113,3.8522597606061026e-05,1.00126314163208,0.4765999913215637,1,1
350,3,42.0,178.0,136.0,1403,0.0112395994365215,5.253406524658203,9.241421139449812e-06,1.0327064990997314,0.2088957726955413,1,1
353,0,74.0,178.0,104.0,1412,0.0142475450411438,5.055834770202637,1.5375464499811642e-05,1.0260790586471558,0.2662001848220825,1,1
353,3,20.0,178.0,158.0,1415,0.0227016359567642,4.503509521484375,3.3365548006258905e-05,1.0479286909103394,0.4245275855064392,1,1
354,2,55.0,178.0,123.0,1418,0.0216677729040384,4.626710891723633,2.749001578195021e-05,1.0212894678115845,0.3974114954471588,1,1
357,0,72.0,178.0,106.0,1428,0.015468374826014,5.036129951477051,1.6296728063025512e-05,1.012056827545166,0.2883755564689636,1,1
357,1,356.0,178.0,178.0,1429,0.0192197822034358,5.077633380889893,1.748805880197324e-05,1.0658546686172483,0.3290076553821563,1,1
