batch_idx,sample_idx,pred_angle,gt_angle,abs_error,global_idx,max_prob,entropy,prediction_variance,peak_sharpness,local_concentration,filename,failure_category,predicted_failure
143,1,187.0,34.0,153.0,573,0.0233973581343889,4.967418670654297,2.271181438118219e-05,1.0220699310302734,0.3915912508964538,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0142.flac,catastrophic,True
48,3,348.0,195.0,153.0,195,0.0385900922119617,4.841414451599121,3.2113683118950576e-05,1.267402410507202,0.485108345746994,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0026.flac,systematic_bias,True
85,1,348.0,195.0,153.0,341,0.0097562381997704,5.353366851806641,7.582142643514089e-06,1.014164924621582,0.1448655426502227,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0027.flac,systematic_bias,True
432,2,151.0,358.0,153.0,1730,0.0149508230388164,5.157393455505371,1.3052514077571686e-05,1.0197514295578003,0.260610967874527,test/ma_noisy_speech/Cafeteria1/static/0245/TEST_S_CAF1_0245_0066.flac,catastrophic,True
34,2,42.0,195.0,153.0,138,0.0054723350331187,5.5573577880859375,3.6515220926958136e-06,1.000070333480835,0.101518839597702,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0307.flac,catastrophic,True
78,1,348.0,195.0,153.0,313,0.0104243131354451,5.4088640213012695,7.14025327397394e-06,1.0194343328475952,0.1640329360961914,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0255.flac,systematic_bias,True
37,3,348.0,195.0,153.0,151,0.0297045670449733,4.986659049987793,2.201823554059956e-05,1.2494908571243286,0.3943697810173034,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0032.flac,systematic_bias,True
126,1,188.0,36.0,152.0,505,0.010068379342556,5.521646976470947,5.637945832859259e-06,1.0108485221862793,0.1715828776359558,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0019.flac,catastrophic,True
80,1,347.0,195.0,152.0,321,0.0200242847204208,5.206671714782715,1.6337275155819952e-05,1.0324959754943848,0.3307116627693176,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0050.flac,catastrophic,True
126,3,188.0,36.0,152.0,507,0.0106068979948759,5.3870744705200195,8.13982478575781e-06,1.0509600639343262,0.1858777105808258,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0017.flac,catastrophic,True
130,0,188.0,36.0,152.0,520,0.0082346759736537,5.516336917877197,5.541643531614682e-06,1.0388295650482178,0.1393753886222839,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0047.flac,catastrophic,True
135,0,188.0,36.0,152.0,540,0.0211665090173482,4.879721164703369,2.2852764232084155e-05,1.0179537534713743,0.3681555986404419,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0161.flac,catastrophic,True
120,1,188.0,36.0,152.0,481,0.0087015843018889,5.533843040466309,5.458125087898225e-06,1.0009889602661133,0.1522073298692703,test/ma_noisy_speech/OfficeRoom2/static/0023/TEST_S_OFR2_0023_0262.flac,catastrophic,True
134,1,188.0,36.0,152.0,537,0.0155890891328454,5.163046836853027,1.3481285350280814e-05,1.0026726722717283,0.2680302262306213,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0134.flac,catastrophic,True
1,2,192.0,41.0,151.0,6,0.0153927784413099,5.330019474029541,1.0882514288823586e-05,1.062846541404724,0.2639621198177337,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0288.flac,catastrophic,True
80,2,45.0,195.0,150.0,322,0.0127136884257197,5.111580848693848,1.2778211385011671e-05,1.014853596687317,0.2409713566303253,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0230.flac,extreme,True
364,1,28.0,178.0,150.0,1457,0.01051268260926,5.310188293457031,8.270142643596046e-06,1.0055314302444458,0.1816891431808471,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0073.flac,extreme,True
10,2,190.0,41.0,149.0,42,0.0137169081717729,5.35719633102417,9.405449418409262e-06,1.0185335874557495,0.2368410229682922,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0091.flac,extreme,True
131,0,183.0,36.0,147.0,524,0.0128251016139984,5.425786018371582,8.632449862489011e-06,1.0237460136413574,0.2189743518829345,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0003.flac,extreme,True
124,1,183.0,36.0,147.0,497,0.0131769720464944,5.355412483215332,1.005759168037912e-05,1.009074568748474,0.2318105101585388,test/ma_noisy_speech/OfficeRoom2/static/0023/TEST_S_OFR2_0023_0024.flac,extreme,True
0,2,187.0,41.0,146.0,2,0.0252819210290908,4.734210968017578,2.8730342819471844e-05,1.0164779424667358,0.4368641972541809,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0039.flac,extreme,True
2,0,187.0,41.0,146.0,8,0.0130195748060941,5.272296905517578,1.1174030987604056e-05,1.0055160522460938,0.2027024626731872,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0242.flac,extreme,True
200,0,191.0,47.0,144.0,800,0.0109270717948675,5.506697177886963,6.13895826973021e-06,1.1067882776260376,0.1839898824691772,test/ma_noisy_speech/Cafeteria1/static/0036/TEST_S_CAF1_0036_0356.flac,extreme,True
6,0,185.0,41.0,144.0,24,0.0208532605320215,4.960217475891113,2.1533518520300277e-05,1.012292742729187,0.3705616593360901,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0296.flac,extreme,True
125,3,179.0,36.0,143.0,503,0.0365404151380062,4.140156269073486,5.391824743128382e-05,1.001015067100525,0.6116442084312439,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0009.flac,extreme,False
11,3,184.0,41.0,143.0,47,0.0177603997290134,5.172855854034424,1.4569922313967254e-05,1.0192677974700928,0.2977350652217865,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0289.flac,extreme,True
0,1,184.0,41.0,143.0,1,0.0250026285648345,4.853557586669922,2.5538771296851337e-05,1.0084218978881836,0.4180607497692108,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0287.flac,extreme,True
124,2,179.0,36.0,143.0,498,0.0121089117601513,5.281315803527832,1.1722939234459773e-05,1.0122026205062866,0.2198729813098907,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0174.flac,extreme,True
0,3,184.0,41.0,143.0,3,0.0132962986826896,5.293476104736328,1.1059425560233647e-05,1.017269730567932,0.2303303778171539,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0228.flac,extreme,True
201,2,190.0,47.0,143.0,806,0.0127924522385001,5.3633270263671875,8.884339877113234e-06,1.022686243057251,0.221044659614563,test/ma_noisy_speech/Cafeteria1/static/0036/TEST_S_CAF1_0036_0550.flac,extreme,True
5,0,183.0,41.0,142.0,20,0.0178625453263521,5.175173759460449,1.5257215636665933e-05,1.0113656520843506,0.3079288005828857,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0131.flac,extreme,True
9,1,183.0,41.0,142.0,37,0.0175004508346319,5.1865949630737305,1.4980319065216465e-05,1.0198763608932495,0.3008791804313659,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0036.flac,extreme,True
5,1,183.0,41.0,142.0,21,0.0243389066308736,4.821274757385254,2.5766605176613663e-05,1.0084298849105835,0.4089345932006836,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0163.flac,extreme,True
447,0,146.0,5.0,141.0,1788,0.0396879948675632,4.20141077041626,5.379675349104218e-05,1.036173701286316,0.6122128963470459,test/ma_noisy_speech/LivingRoom4/static/0245/TEST_S_LIV4_0245_0426.flac,extreme,False
217,0,184.0,44.0,140.0,868,0.0199007485061883,4.968005180358887,1.9336945115355775e-05,1.0204368829727173,0.3350018560886383,test/ma_noisy_speech/Cafeteria1/static/0036/TEST_S_CAF1_0036_0096.flac,extreme,True
214,0,182.0,44.0,138.0,856,0.0231544598937034,4.8965559005737305,2.078359466395341e-05,1.0919129848480225,0.3398064970970154,test/ma_noisy_speech/Cafeteria1/static/0036/TEST_S_CAF1_0036_0305.flac,extreme,True
118,2,22.0,160.0,138.0,474,0.0105055999010801,5.464277744293213,6.146543910290347e-06,1.011202692985535,0.1449580192565918,test/ma_noisy_speech/OfficeRoom2/static/0023/TEST_S_OFR2_0023_0185.flac,extreme,True
144,0,171.0,34.0,137.0,576,0.0140238460153341,5.3726606369018555,9.784945177671034e-06,1.0184261798858645,0.1490236967802047,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0166.flac,systematic_bias,True
86,3,58.0,195.0,137.0,347,0.0091279009357094,5.288652420043945,8.958795660873875e-06,1.0238715410232544,0.1756216287612915,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0009.flac,extreme,True
119,3,172.0,36.0,136.0,479,0.0107815032824873,5.284480094909668,1.0736142030509654e-05,1.0035985708236694,0.1879597902297973,test/ma_noisy_speech/OfficeRoom2/static/0023/TEST_S_OFR2_0023_0037.flac,extreme,True
132,1,171.0,36.0,135.0,529,0.0166444815695285,4.961071014404297,1.9257313397247344e-05,1.0680235624313354,0.2761614918708801,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0208.flac,systematic_bias,True
292,0,192.0,57.0,135.0,1168,0.0209735669195652,5.242459297180176,1.5721441741334274e-05,1.0239338874816897,0.3467213213443756,test/ma_noisy_speech/LivingRoom5/static/P0002/TEST_S_LIV5_P0002_P0002W0122.flac,extreme,True
137,2,171.0,36.0,135.0,550,0.0196257028728723,4.8408284187316895,2.3099877580534667e-05,1.0829854011535645,0.339583158493042,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0044.flac,systematic_bias,True
134,0,171.0,36.0,135.0,536,0.0141237024217844,5.140657424926758,1.4961905435484368e-05,1.014967679977417,0.2264544367790222,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0133.flac,systematic_bias,True
218,0,179.0,44.0,135.0,872,0.0262461584061384,4.641208648681641,3.123447095276788e-05,1.002685785293579,0.4498319029808044,test/ma_noisy_speech/Cafeteria1/static/0036/TEST_S_CAF1_0036_0584.flac,extreme,True
142,0,168.0,34.0,134.0,568,0.0140005862340331,5.062864303588867,1.5284462278941646e-05,1.0074373483657837,0.2549768984317779,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0028.flac,extreme,True
395,2,190.0,57.0,133.0,1582,0.0110545316711068,5.581543922424316,5.192498065298423e-06,1.0048962831497192,0.1971892416477203,test/ma_noisy_speech/LivingRoom4/static/P0002/TEST_S_LIV4_P0002_P0002W0217.flac,extreme,True
127,3,168.0,36.0,132.0,511,0.0142288841307163,5.203198432922363,1.352372783003375e-05,1.0025734901428225,0.2001543045043945,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0178.flac,extreme,True
55,0,66.0,195.0,129.0,220,0.0100591471418738,5.196704864501953,1.0654530342435464e-05,1.0160330533981323,0.1922403872013092,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0299.flac,extreme,True
43,3,66.0,195.0,129.0,175,0.0091540021821856,5.285124778747559,8.767690815147944e-06,1.023609638214111,0.1722377240657806,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0122.flac,extreme,True
196,1,160.0,35.0,125.0,785,0.023039311170578,4.780604362487793,2.5879293389152735e-05,1.100069522857666,0.4004197418689728,test/ma_noisy_speech/Cafeteria1/static/0036/TEST_S_CAF1_0036_0015.flac,extreme,True
46,3,72.0,195.0,123.0,187,0.0112780500203371,5.241837501525879,1.089854777092114e-05,1.0293833017349243,0.2137681543827057,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0241.flac,extreme,True
252,0,190.0,68.0,122.0,1008,0.0334869734942913,4.482476234436035,4.239757981849834e-05,1.02923583984375,0.5547560453414917,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0164.flac,extreme,False
249,3,190.0,68.0,122.0,999,0.0440352000296115,4.102206230163574,5.9000845794798806e-05,1.08402419090271,0.6427899599075317,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0039.flac,extreme,False
251,2,190.0,68.0,122.0,1006,0.0215073581784963,4.992855548858643,2.050133298325818e-05,1.0447450876235962,0.3585305213928222,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0029.flac,extreme,True
239,2,190.0,68.0,122.0,958,0.014084056019783,5.397967338562012,8.596104635216761e-06,1.1283040046691897,0.2180510014295578,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0143.flac,extreme,True
239,1,190.0,68.0,122.0,957,0.00958052277565,5.562935829162598,4.484529654291691e-06,1.0649608373641968,0.1160613372921943,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0043.flac,extreme,True
242,3,190.0,68.0,122.0,971,0.0151165928691625,5.201363563537598,1.3082683835818898e-05,1.1157101392745972,0.2446105927228927,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0131.flac,extreme,True
245,3,190.0,68.0,122.0,983,0.0216393563896417,5.080348491668701,1.7554806618136354e-05,1.0787147283554075,0.3405751585960388,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0064.flac,extreme,True
250,2,190.0,68.0,122.0,1002,0.0101488037034869,5.420907020568848,7.011304205661872e-06,1.0432968139648438,0.1737616062164306,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0159.flac,extreme,True
243,3,190.0,68.0,122.0,975,0.0273813959211111,4.934399604797363,2.4950200895546004e-05,1.034389853477478,0.4185367822647095,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0009.flac,extreme,True
496,2,151.0,31.0,120.0,1986,0.0226896703243255,4.764727592468262,2.640530510689132e-05,1.0490955114364624,0.3980867564678192,test/ma_noisy_speech/LivingRoom4/static/0245/TEST_S_LIV4_0245_0470.flac,extreme,True
495,1,151.0,31.0,120.0,1981,0.0160958226770162,5.093186855316162,1.527334279671777e-05,1.0607585906982422,0.2827626466751098,test/ma_noisy_speech/LivingRoom4/static/0245/TEST_S_LIV4_0245_0039.flac,extreme,True
230,1,184.0,65.0,119.0,921,0.0094296121969819,5.522392272949219,5.618987415800802e-06,1.0851280689239502,0.1459720879793167,test/ma_noisy_speech/Cafeteria1/static/0036/TEST_S_CAF1_0036_0041.flac,extreme,True
51,0,76.0,195.0,119.0,204,0.0087676169350743,5.555342674255371,4.799431280844146e-06,1.0142500400543213,0.1624864637851715,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0269.flac,extreme,True
126,0,155.0,36.0,119.0,504,0.0150116002187132,5.228034496307373,1.3179420420783572e-05,1.003867506980896,0.2485983967781067,test/ma_noisy_speech/Classroom2/static/0023/TEST_S_CLA2_0023_0079.flac,extreme,True
253,0,187.0,68.0,119.0,1012,0.0493839643895626,3.944891929626465,6.980460602790117e-05,1.030518889427185,0.6930267810821533,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0033.flac,extreme,False
90,1,76.0,195.0,119.0,361,0.0154061522334814,4.932784557342529,1.8446793546900153e-05,1.0179643630981443,0.298949122428894,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0039.flac,extreme,True
247,3,187.0,68.0,119.0,991,0.0444005876779556,4.122894763946533,6.021264925948344e-05,1.0040390491485596,0.6456036567687988,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0031.flac,extreme,False
243,0,187.0,68.0,119.0,972,0.0452554337680339,4.070162773132324,6.31467773928307e-05,1.0078195333480835,0.6622302532196045,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0037.flac,extreme,False
238,3,187.0,68.0,119.0,955,0.0339850187301635,4.61199426651001,3.896164707839489e-05,1.0019409656524658,0.5253372192382812,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0044.flac,extreme,False
246,3,186.0,68.0,118.0,987,0.0175721812993288,5.382602691650391,1.0576064596534708e-05,1.0175127983093262,0.2772473096847534,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0077.flac,extreme,True
250,0,186.0,68.0,118.0,1000,0.036141850054264,4.581496238708496,3.839717828668654e-05,1.008866786956787,0.515448808670044,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0054.flac,extreme,False
246,1,186.0,68.0,118.0,985,0.0345472171902656,4.701665878295898,3.5616518289316446e-05,1.0361205339431765,0.4995864033699035,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0113.flac,extreme,False
413,3,153.0,35.0,118.0,1655,0.0220180656760931,4.924324989318848,2.1897616534261033e-05,1.0634503364562988,0.3733870983123779,test/ma_noisy_speech/Cafeteria1/static/0245/TEST_S_CAF1_0245_0211.flac,extreme,True
240,2,186.0,68.0,118.0,962,0.0253918077796697,5.045916557312012,2.0131454220972955e-05,1.0189414024353027,0.3684425950050354,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0111.flac,extreme,True
251,3,186.0,68.0,118.0,1007,0.0471892282366752,4.2715983390808105,5.936032539466396e-05,1.015961527824402,0.6369162201881409,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0112.flac,extreme,False
495,3,148.0,31.0,117.0,1983,0.0183480232954025,4.778908729553223,2.3181302822194993e-05,1.0071438550949097,0.3437104821205139,test/ma_noisy_speech/LivingRoom4/static/0245/TEST_S_LIV4_0245_0452.flac,extreme,True
247,0,185.0,68.0,117.0,988,0.069301813840866,3.617512226104736,0.0001010178457363,1.046463131904602,0.8001340627670288,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0185.flac,extreme,False
249,1,184.0,68.0,116.0,997,0.0380103960633277,4.475752830505371,4.4958094804314896e-05,1.0096592903137207,0.560543417930603,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0177.flac,extreme,False
249,0,184.0,68.0,116.0,996,0.0154662663117051,5.384490013122559,9.253879397874698e-06,1.0436781644821167,0.2444030940532684,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0132.flac,extreme,True
239,0,184.0,68.0,116.0,956,0.0368363708257675,4.607600212097168,3.9439684769604355e-05,1.0435110330581665,0.5224129557609558,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0025.flac,extreme,False
240,1,184.0,68.0,116.0,961,0.040286086499691,4.440483093261719,4.68695507152006e-05,1.009889841079712,0.5722429752349854,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0058.flac,extreme,False
244,0,184.0,68.0,116.0,976,0.0287410840392112,4.858877182006836,2.7808777304016985e-05,1.0102827548980713,0.440246045589447,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0074.flac,extreme,True
243,2,184.0,68.0,116.0,974,0.036842193454504,4.583164215087891,4.104537583771162e-05,1.021601915359497,0.5363613963127136,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0144.flac,extreme,False
252,2,183.0,68.0,115.0,1010,0.0441914275288581,4.118556022644043,5.646569115924649e-05,1.032015681266785,0.6178507208824158,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0028.flac,extreme,False
252,3,183.0,68.0,115.0,1011,0.0357698909938335,4.3027238845825195,4.60862647742033e-05,1.047443151473999,0.5597440004348755,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0056.flac,extreme,False
248,0,183.0,68.0,115.0,992,0.0230169165879488,5.11067008972168,1.8458644262864254e-05,1.016834378242493,0.3622094690799713,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0168.flac,extreme,True
251,1,183.0,68.0,115.0,1005,0.066622719168663,3.7007267475128174,9.303266415372492e-05,1.068952560424805,0.7669860124588013,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0002.flac,extreme,False
240,0,183.0,68.0,115.0,960,0.0251951608806848,5.047015190124512,2.0476169083849527e-05,1.053888916969299,0.3795635402202606,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0085.flac,extreme,True
246,0,183.0,68.0,115.0,984,0.0683814138174057,3.6396467685699463,9.799883264349774e-05,1.0524944067001345,0.7881998419761658,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0023.flac,extreme,False
245,2,183.0,68.0,115.0,982,0.036439660936594,4.5119309425354,4.059949424117803e-05,1.0019328594207764,0.5289939641952515,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0163.flac,extreme,False
243,1,183.0,68.0,115.0,973,0.0174294076859951,5.277775287628174,1.3209449207352009e-05,1.0038589239120483,0.2837017476558685,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0030.flac,extreme,True
242,0,183.0,68.0,115.0,968,0.0442750491201877,4.313093185424805,5.325673191691749e-05,1.0195475816726685,0.6040171980857849,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0102.flac,extreme,False
241,1,183.0,68.0,115.0,965,0.0253537539392709,4.9884233474731445,2.1400899640866555e-05,1.060519456863403,0.379587858915329,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0178.flac,extreme,True
240,3,183.0,68.0,115.0,963,0.0329624488949775,4.759632110595703,3.1043702620081604e-05,1.0696154832839966,0.462078183889389,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0095.flac,extreme,False
246,2,183.0,68.0,115.0,986,0.019141562283039,5.218952178955078,1.4014524822414389e-05,1.0083949565887451,0.3106188476085663,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0145.flac,extreme,True
500,1,145.0,31.0,114.0,2001,0.0245297420769929,4.527658462524414,3.221600491087884e-05,1.010101556777954,0.4393043518066406,test/ma_noisy_speech/LivingRoom4/static/0245/TEST_S_LIV4_0245_0248.flac,extreme,True
499,2,145.0,31.0,114.0,1998,0.0186372939497232,4.963200092315674,1.9596338461269625e-05,1.0596660375595093,0.3360305726528168,test/ma_noisy_speech/LivingRoom4/static/0245/TEST_S_LIV4_0245_0063.flac,extreme,True
251,0,181.0,68.0,113.0,1004,0.031775128096342,4.662206649780273,3.339929025969468e-05,1.0237075090408323,0.4731011092662811,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0060.flac,systematic_bias,False
241,2,181.0,68.0,113.0,966,0.0476377122104167,4.114992618560791,6.027543349773623e-05,1.019993782043457,0.635191798210144,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0099.flac,systematic_bias,False
248,1,181.0,68.0,113.0,993,0.0154652660712599,5.099185943603516,1.4541010386892594e-05,1.0349122285842896,0.2774792313575744,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0115.flac,systematic_bias,True
500,0,144.0,31.0,113.0,2000,0.0162609610706567,4.943720817565918,1.857851748354733e-05,1.0213029384613037,0.3098156452178955,test/ma_noisy_speech/LivingRoom4/static/0245/TEST_S_LIV4_0245_0206.flac,extreme,True
442,0,181.0,69.0,112.0,1768,0.0169793386012315,5.105912208557129,1.3872924682800658e-05,1.053526520729065,0.2842777669429779,test/ma_noisy_speech/Cafeteria1/static/0245/TEST_S_CAF1_0245_0320.flac,systematic_bias,True
441,3,181.0,69.0,112.0,1767,0.0154873542487621,5.156353950500488,1.3444254364003427e-05,1.1224256753921509,0.2718034982681274,test/ma_noisy_speech/Cafeteria1/static/0245/TEST_S_CAF1_0245_0464.flac,systematic_bias,True
233,0,181.0,69.0,112.0,932,0.0122497137635946,5.297364234924316,9.861605576588772e-06,1.0146890878677368,0.2217935621738433,test/ma_noisy_speech/Cafeteria1/static/0036/TEST_S_CAF1_0036_0363.flac,systematic_bias,True
234,0,181.0,69.0,112.0,936,0.0180371515452861,5.00993013381958,1.8398934116703455e-05,1.076204538345337,0.3115172386169433,test/ma_noisy_speech/Cafeteria1/static/0036/TEST_S_CAF1_0036_0028.flac,systematic_bias,True
237,0,181.0,69.0,112.0,948,0.0177609603852033,5.03579044342041,1.6804071492515504e-05,1.002000093460083,0.3188492059707641,test/ma_noisy_speech/Cafeteria1/static/0036/TEST_S_CAF1_0036_0120.flac,systematic_bias,True
236,0,180.0,69.0,111.0,944,0.0484324283897876,3.921645164489746,7.072725566104054e-05,1.003675937652588,0.6992686986923218,test/ma_noisy_speech/Cafeteria1/static/0036/TEST_S_CAF1_0036_0046.flac,extreme,False
496,3,142.0,31.0,111.0,1987,0.0209906697273254,4.820000648498535,2.436756585666444e-05,1.00269877910614,0.3878216743469238,test/ma_noisy_speech/LivingRoom4/static/0245/TEST_S_LIV4_0245_0139.flac,extreme,True
495,0,141.0,31.0,110.0,1980,0.0270485021173954,4.474372863769531,3.552294219844043e-05,1.0174399614334106,0.4742617607116699,test/ma_noisy_speech/LivingRoom4/static/0245/TEST_S_LIV4_0245_0353.flac,extreme,True
247,2,318.0,68.0,110.0,990,0.0470055602490901,4.089092254638672,6.405299791367725e-05,1.010958909988403,0.6642826795578003,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0103.flac,extreme,False
495,2,141.0,31.0,110.0,1982,0.0320062600076198,4.302175521850586,4.355602504801936e-05,1.049846887588501,0.5365839004516602,test/ma_noisy_speech/LivingRoom4/static/0245/TEST_S_LIV4_0245_0400.flac,extreme,False
496,1,141.0,31.0,110.0,1985,0.0144275929778814,5.089867115020752,1.4969616131566e-05,1.0182881355285645,0.277997076511383,test/ma_noisy_speech/LivingRoom4/static/0245/TEST_S_LIV4_0245_0130.flac,extreme,True
245,0,318.0,68.0,110.0,980,0.0251664854586124,4.6272101402282715,3.278065923950635e-05,1.0051783323287964,0.4484032392501831,test/ma_noisy_speech/OfficeRoom2/static/0010/TEST_S_OFR2_0010_0020.flac,extreme,True
92,2,86.0,195.0,109.0,370,0.008774715475738,5.4438276290893555,6.152034529804951e-06,1.019065499305725,0.1631146967411041,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0007.flac,extreme,True
37,1,86.0,195.0,109.0,149,0.0159474499523639,5.044254302978516,1.574029738549143e-05,1.0027583837509155,0.2905310392379761,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0031.flac,extreme,True
79,1,86.0,195.0,109.0,317,0.0113021517172455,5.313640594482422,9.113241503655445e-06,1.017627477645874,0.2122311294078827,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0182.flac,extreme,True
